sector_id,quarter,sector_name,sector_color,gnpa_ratio,net_npa_ratio,sma_ratio,credit_growth_yoy,credit_to_gdp_gap,interest_coverage_ratio,restructured_assets_pct,index_return_1q,index_return_4q,drawdown_52w,price_to_book,implied_vol,fii_flow_qoq,index_level,repo_rate,cpi_inflation,gdp_growth_yoy,iip_growth,current_account_deficit_pct_gdp,capacity_utilisation,business_confidence_index,gst_eway_bill_growth,pmi_manufacturing,pmi_services,stress_label_target,observed_stress_event,gnpa_ratio_level,gnpa_ratio_lag1,gnpa_ratio_lag2,gnpa_ratio_lag4,gnpa_ratio_yoy_change,net_npa_ratio_level,net_npa_ratio_lag1,net_npa_ratio_lag2,net_npa_ratio_lag4,net_npa_ratio_yoy_change,sma_ratio_level,sma_ratio_lag1,sma_ratio_lag2,sma_ratio_lag4,sma_ratio_yoy_change,credit_growth_yoy_level,credit_growth_yoy_lag1,credit_growth_yoy_lag2,credit_growth_yoy_lag4,credit_growth_yoy_yoy_change,credit_to_gdp_gap_level,credit_to_gdp_gap_lag1,credit_to_gdp_gap_lag2,credit_to_gdp_gap_lag4,credit_to_gdp_gap_yoy_change,interest_coverage_ratio_level,interest_coverage_ratio_lag1,interest_coverage_ratio_lag2,interest_coverage_ratio_lag4,interest_coverage_ratio_yoy_change,restructured_assets_pct_level,restructured_assets_pct_lag1,restructured_assets_pct_lag2,restructured_assets_pct_lag4,restructured_assets_pct_yoy_change,index_return_1q_level,index_return_1q_lag1,index_return_1q_lag2,index_return_1q_lag4,index_return_1q_yoy_change,index_return_4q_level,index_return_4q_lag1,index_return_4q_lag2,index_return_4q_lag4,index_return_4q_yoy_change,drawdown_52w_level,drawdown_52w_lag1,drawdown_52w_lag2,drawdown_52w_lag4,drawdown_52w_yoy_change,price_to_book_level,price_to_book_lag1,price_to_book_lag2,price_to_book_lag4,price_to_book_yoy_change,implied_vol_level,implied_vol_lag1,implied_vol_lag2,implied_vol_lag4,implied_vol_yoy_change,fii_flow_qoq_level,fii_flow_qoq_lag1,fii_flow_qoq_lag2,fii_flow_qoq_lag4,fii_flow_qoq_yoy_change,index_level_level,index_level_lag1,index_level_lag2,index_level_lag4,index_level_yoy_change,repo_rate_level,repo_rate_lag1,repo_rate_lag2,repo_rate_lag4,repo_rate_yoy_change,cpi_inflation_level,cpi_inflation_lag1,cpi_inflation_lag2,cpi_inflation_lag4,cpi_inflation_yoy_change,gdp_growth_yoy_level,gdp_growth_yoy_lag1,gdp_growth_yoy_lag2,gdp_growth_yoy_lag4,gdp_growth_yoy_yoy_change,iip_growth_level,iip_growth_lag1,iip_growth_lag2,iip_growth_lag4,iip_growth_yoy_change,current_account_deficit_pct_gdp_level,current_account_deficit_pct_gdp_lag1,current_account_deficit_pct_gdp_lag2,current_account_deficit_pct_gdp_lag4,current_account_deficit_pct_gdp_yoy_change,capacity_utilisation_level,capacity_utilisation_lag1,capacity_utilisation_lag2,capacity_utilisation_lag4,capacity_utilisation_yoy_change,business_confidence_index_level,business_confidence_index_lag1,business_confidence_index_lag2,business_confidence_index_lag4,business_confidence_index_yoy_change,gst_eway_bill_growth_level,gst_eway_bill_growth_lag1,gst_eway_bill_growth_lag2,gst_eway_bill_growth_lag4,gst_eway_bill_growth_yoy_change,pmi_manufacturing_level,pmi_manufacturing_lag1,pmi_manufacturing_lag2,pmi_manufacturing_lag4,pmi_manufacturing_yoy_change,pmi_services_level,pmi_services_lag1,pmi_services_lag2,pmi_services_lag4,pmi_services_yoy_change,repo_rate_x_credit,index_return_momentum_2q,credit_growth_momentum_2q,gnpa_ratio_rolling_zscore_4q,cross_sector_avg_gnpa,quarter_index
banking,2020Q1,Banking & Finance,#3b82f6,6.84,3.88,4.5,8.12,-1.96,1.9,0.78,-0.04,-12.55,-10.33,1.17,26.66,877.5,12330.36,5.79,3.97,5.38,0.09,1.73,68.88,86.02,-5.91,47.61,48.52,0.0,False,6.84,7.66,8.66,9.48,-27.848101265822788,3.88,4.05,4.78,5.13,-24.366471734892787,4.5,4.68,5.47,5.82,-22.68041237113402,8.12,7.32,5.97,5.09,59.528487229862456,-1.96,-2.16,-2.06,-0.75,-161.33333333333331,1.9,1.86,1.7,1.92,-1.0416666666666676,0.78,0.97,1.67,1.97,-60.40609137055838,-0.04,-1.14,-4.02,-5.4,99.25925925925925,-12.55,-17.92,-22.23,-6.27,-100.15948963317388,-10.33,-13.33,-18.77,-18.8,45.0531914893617,1.17,0.94,0.73,0.77,51.94805194805193,26.66,27.84,30.85,32.0,-16.6875,877.5,1258.61,-122.49,238.53,267.8782543076343,12330.36,12335.46,12478.07,14032.11,-12.127541759578566,5.79,5.97,6.15,5.99,-3.3388981636060127,3.97,4.17,4.57,5.25,-24.38095238095238,5.38,6.87,7.2,7.65,-29.67320261437909,0.09,3.03,3.7,5.53,-98.37251356238698,1.73,1.84,2.14,2.34,-26.068376068376065,68.88,72.92,73.6,74.64,-7.717041800643093,86.02,87.82,99.25,103.86,-17.176968996726366,-5.91,4.53,6.01,7.96,-174.2462311557789,47.61,52.39,52.71,54.48,-12.610132158590304,48.52,52.19,52.9,54.49,-10.956138741053403,47.014799999999994,3.9799999999999995,2.1499999999999995,-1.14695742710624,7.236,8
banking,2020Q2,Banking & Finance,#3b82f6,6.99,3.65,4.13,6.84,-1.89,2.11,0.68,-1.78,-6.99,-8.59,1.25,28.54,1063.69,12110.37,5.46,4.13,4.75,-0.33,1.56,67.52,87.82,-5.94,46.35,48.02,0.0,False,6.99,6.84,7.66,9.47,-26.187961985216475,3.65,3.88,4.05,5.05,-27.72277227722772,4.13,4.5,4.68,6.1,-32.295081967213115,6.84,8.12,7.32,5.17,32.30174081237911,-1.89,-1.96,-2.16,-1.75,-7.999999999999995,2.11,1.9,1.86,1.66,27.10843373493976,0.68,0.78,0.97,2.03,-66.50246305418717,-1.78,-0.04,-1.14,-7.35,75.78231292517006,-6.99,-12.55,-17.92,-15.22,54.073587385019714,-8.59,-10.33,-13.33,-17.37,50.54691997697179,1.25,1.17,0.94,0.5,150.0,28.54,26.66,27.84,30.55,-6.579378068739776,1063.69,877.5,1258.61,-751.82,241.4820036710915,12110.37,12330.36,12335.46,13000.81,-6.849111709193494,5.46,5.79,5.97,6.08,-10.197368421052634,4.13,3.97,4.17,5.08,-18.700787401574807,4.75,5.38,6.87,7.63,-37.745740498034074,-0.33,0.09,3.03,4.67,-107.06638115631692,1.56,1.73,1.84,2.2,-29.090909090909093,67.52,68.88,72.92,74.9,-9.853137516688932,87.82,86.02,87.82,102.77,-14.547046803541894,-5.94,-5.91,4.53,6.12,-197.05882352941177,46.35,47.61,52.39,53.41,-13.218498408537718,48.02,48.52,52.19,53.75,-10.660465116279063,37.346399999999996,-0.6400000000000001,-0.4800000000000004,-0.6605060240331053,6.850000000000001,9
banking,2020Q3,Banking & Finance,#3b82f6,6.81,3.66,4.25,7.43,-1.43,2.14,0.99,0.01,-2.96,-7.82,1.2,27.14,1281.03,12111.75,5.32,4.16,4.13,0.57,1.46,66.63,87.85,-3.93,46.34,48.01,0.0,False,6.81,6.99,6.84,8.66,-21.36258660508084,3.66,3.65,3.88,4.78,-23.430962343096233,4.25,4.13,4.5,5.47,-22.303473491773303,7.43,6.84,8.12,5.97,24.455611390284755,-1.43,-1.89,-1.96,-2.06,30.58252427184466,2.14,2.11,1.9,1.7,25.882352941176478,0.99,0.68,0.78,1.67,-40.7185628742515,0.01,-1.78,-0.04,-4.02,100.24875621890547,-2.96,-6.99,-12.55,-22.23,86.6846603688709,-7.82,-8.59,-10.33,-18.77,58.337773042088436,1.2,1.25,1.17,0.73,64.38356164383562,27.14,28.54,26.66,30.85,-12.025931928687198,1281.03,1063.69,877.5,-122.49,1145.8241489101151,12111.75,12110.37,12330.36,12478.07,-2.935710410343905,5.32,5.46,5.79,6.15,-13.495934959349592,4.16,4.13,3.97,4.57,-8.971553610503284,4.13,4.75,5.38,7.2,-42.63888888888889,0.57,-0.33,0.09,3.7,-84.5945945945946,1.46,1.56,1.73,2.14,-31.775700934579444,66.63,67.52,68.88,73.6,-9.470108695652172,87.85,87.82,86.02,99.25,-11.48614609571789,-3.93,-5.94,-5.91,6.01,-165.3910149750416,46.34,46.35,47.61,52.71,-12.084993359893753,48.01,48.02,48.52,52.9,-9.243856332703215,39.5276,0.05,-0.6899999999999995,-0.6660478281719185,6.589999999999999,10
banking,2020Q4,Banking & Finance,#3b82f6,7.17,3.77,4.49,6.82,-1.78,1.95,0.73,3.77,1.95,-6.36,1.25,27.04,1273.63,12568.2,5.04,4.25,3.87,5.5,1.28,66.01,87.01,-2.18,46.7,47.79,0.0,False,7.17,6.81,6.99,7.66,-6.396866840731073,3.77,3.66,3.65,4.05,-6.913580246913575,4.49,4.25,4.13,4.68,-4.05982905982905,6.82,7.43,6.84,7.32,-6.830601092896174,-1.78,-1.43,-1.89,-2.16,17.592592592592595,1.95,2.14,2.11,1.86,4.838709677419347,0.73,0.99,0.68,0.97,-24.742268041237114,3.77,0.01,-1.78,-1.14,430.701754385965,1.95,-2.96,-6.99,-17.92,110.88169642857142,-6.36,-7.82,-8.59,-13.33,52.28807201800449,1.25,1.2,1.25,0.94,32.97872340425533,27.04,27.14,28.54,27.84,-2.8735632183908075,1273.63,1281.03,1063.69,1258.61,1.1933799985698677,12568.2,12111.75,12110.37,12335.46,1.8867557431988886,5.04,5.32,5.46,5.97,-15.577889447236176,4.25,4.16,4.13,4.17,1.9184652278177474,3.87,4.13,4.75,6.87,-43.66812227074236,5.5,0.57,-0.33,3.03,81.51815181518153,1.28,1.46,1.56,1.84,-30.434782608695656,66.01,66.63,67.52,72.92,-9.476138233680741,87.01,87.85,87.82,87.82,-0.9223411523570806,-2.18,-3.93,-5.94,4.53,-148.12362030905078,46.7,46.34,46.35,52.39,-10.860851307501427,47.79,48.01,48.02,52.19,-8.430733857060737,34.372800000000005,5.55,-0.019999999999999574,1.318181818181999,6.3870000000000005,11
banking,2021Q1,Banking & Finance,#3b82f6,6.93,3.94,4.37,8.3,-1.68,2.01,0.81,4.05,6.05,-7.54,1.16,26.78,871.15,13077.67,4.74,4.25,5.14,5.78,1.32,69.07,96.46,10.06,51.74,52.38,0.0,False,6.93,7.17,6.81,6.84,1.3157894736842086,3.94,3.77,3.66,3.88,1.546391752577321,4.37,4.49,4.25,4.5,-2.8888888888888866,8.3,6.82,7.43,8.12,2.216748768472925,-1.68,-1.78,-1.43,-1.96,14.285714285714288,2.01,1.95,2.14,1.9,5.78947368421052,0.81,0.73,0.99,0.78,3.8461538461538494,4.05,3.77,0.01,-0.04,10225.0,6.05,1.95,-2.96,-12.55,148.20717131474103,-7.54,-6.36,-7.82,-10.33,27.008712487899324,1.16,1.25,1.2,1.17,-0.8547008547008554,26.78,27.04,27.14,26.66,0.4501125281320367,871.15,1273.63,1281.03,877.5,-0.7236467236467262,13077.67,12568.2,12111.75,12330.36,6.0607313979478254,4.74,5.04,5.32,5.79,-18.134715025906733,4.25,4.25,4.16,3.97,7.0528967254408,5.14,3.87,4.13,5.38,-4.460966542750933,5.78,5.5,0.57,0.09,6322.222222222223,1.32,1.28,1.46,1.73,-23.699421965317917,69.07,66.01,66.63,68.88,0.2758420441347238,96.46,87.01,87.85,86.02,12.136712392466865,10.06,-2.18,-3.93,-5.91,270.21996615905243,51.74,46.7,46.34,47.61,8.674648183154805,52.38,47.79,48.01,48.52,7.955482275350369,39.342000000000006,4.04,0.870000000000001,-0.30000000000005,5.835,12
banking,2021Q2,Banking & Finance,#3b82f6,6.9,3.72,4.26,7.21,-0.47,2.03,0.69,0.22,8.06,-7.93,1.21,28.08,811.91,13106.83,4.65,4.7,5.42,7.07,1.21,68.1,100.26,9.97,52.06,52.89,0.0,False,6.9,6.93,7.17,6.99,-1.2875536480686673,3.72,3.94,3.77,3.65,1.9178082191780899,4.26,4.37,4.49,4.13,3.1476997578692467,7.21,8.3,6.82,6.84,5.409356725146201,-0.47,-1.68,-1.78,-1.89,75.13227513227513,2.03,2.01,1.95,2.11,-3.7914691943128,0.69,0.81,0.73,0.68,1.4705882352941024,0.22,4.05,3.77,-1.78,112.35955056179776,8.06,6.05,1.95,-6.99,215.30758226037196,-7.93,-7.54,-6.36,-8.59,7.683352735739233,1.21,1.16,1.25,1.25,-3.200000000000003,28.08,26.78,27.04,28.54,-1.611772950245273,811.91,871.15,1273.63,1063.69,-23.670430294540708,13106.83,13077.67,12568.2,12110.37,8.228154878835237,4.65,4.74,5.04,5.46,-14.835164835164827,4.7,4.25,4.25,4.13,13.80145278450364,5.42,5.14,3.87,4.75,14.105263157894735,7.07,5.78,5.5,-0.33,2242.4242424242425,1.21,1.32,1.28,1.56,-22.435897435897438,68.1,69.07,66.01,67.52,0.8590047393364905,100.26,96.46,87.01,87.82,14.16533819175588,9.97,10.06,-2.18,-5.94,267.84511784511784,52.06,51.74,46.7,46.35,12.319309600863,52.89,52.38,47.79,48.02,10.141607663473547,33.526500000000006,-3.55,0.3899999999999997,-0.34156502553203766,5.756000000000001,13
banking,2021Q3,Banking & Finance,#3b82f6,6.94,3.8,4.42,8.79,0.38,1.98,0.78,-1.19,6.86,-9.47,1.1,26.24,877.92,12951.08,4.51,4.96,5.45,6.67,1.11,69.13,100.25,11.16,53.03,53.23,0.0,False,6.94,6.9,6.93,6.81,1.9089574155653568,3.8,3.72,3.94,3.66,3.825136612021849,4.42,4.26,4.37,4.25,3.9999999999999982,8.79,7.21,8.3,7.43,18.30417227456258,0.38,-0.47,-1.68,-1.43,126.57342657342659,1.98,2.03,2.01,2.14,-7.476635514018698,0.78,0.69,0.81,0.99,-21.21212121212121,-1.19,0.22,4.05,0.01,-12000.0,6.86,8.06,6.05,-2.96,331.7567567567568,-9.47,-7.93,-7.54,-7.82,-21.099744245524302,1.1,1.21,1.16,1.2,-8.333333333333323,26.24,28.08,26.78,27.14,-3.3161385408990496,877.92,811.91,871.15,1281.03,-31.46764712770193,12951.08,13106.83,13077.67,12111.75,6.929882139244947,4.51,4.65,4.74,5.32,-15.225563909774445,4.96,4.7,4.25,4.16,19.230769230769226,5.45,5.42,5.14,4.13,31.961259079903154,6.67,7.07,5.78,0.57,1070.1754385964912,1.11,1.21,1.32,1.46,-23.972602739726018,69.13,68.1,69.07,66.63,3.7520636349992498,100.25,100.26,96.46,87.85,14.114968696642011,11.16,9.97,10.06,-3.93,383.96946564885496,53.03,52.06,51.74,46.34,14.436771687526969,53.23,52.89,52.38,48.01,10.872734846906893,39.6429,-5.24,0.48999999999999844,-0.3614486980062128,5.743,14
banking,2021Q4,Banking & Finance,#3b82f6,7.09,4.13,4.41,8.12,0.65,1.91,0.9,0.42,3.51,-12.21,0.94,24.83,850.57,13005.35,4.4,5.23,5.82,6.82,1.16,69.31,102.55,10.73,53.9,53.92,0.0,False,7.09,6.94,6.9,7.17,-1.115760111576012,4.13,3.8,3.72,3.77,9.549071618037132,4.41,4.42,4.26,4.49,-1.7817371937639215,8.12,8.79,7.21,6.82,19.061583577712593,0.65,0.38,-0.47,-1.78,136.51685393258427,1.91,1.98,2.03,1.95,-2.051282051282053,0.9,0.78,0.69,0.73,23.28767123287672,0.42,-1.19,0.22,3.77,-88.85941644562334,3.51,6.86,8.06,1.95,80.0,-12.21,-9.47,-7.93,-6.36,-91.9811320754717,0.94,1.1,1.21,1.25,-24.800000000000004,24.83,26.24,28.08,27.04,-8.173076923076925,850.57,877.92,811.91,1273.63,-33.216868321255,13005.35,12951.08,13106.83,12568.2,3.4782228163141866,4.4,4.51,4.65,5.04,-12.698412698412692,5.23,4.96,4.7,4.25,23.058823529411775,5.82,5.45,5.42,3.87,50.3875968992248,6.82,6.67,7.07,5.5,24.000000000000004,1.16,1.11,1.21,1.28,-9.375000000000009,69.31,69.13,68.1,66.01,4.999242539009236,102.55,100.25,100.26,87.01,17.860016090104576,10.73,11.16,9.97,-2.18,592.2018348623853,53.9,53.03,52.06,46.7,15.417558886509624,53.92,53.23,52.89,47.79,12.826951245030346,35.728,0.19999999999999998,0.9099999999999993,1.4697408781313193,5.8420000000000005,15
banking,2022Q1,Banking & Finance,#3b82f6,7.16,4.09,4.16,8.29,1.54,1.91,0.9,-3.01,-3.55,-11.65,1.08,28.73,1658.37,12614.37,4.59,5.51,5.92,5.81,1.64,70.98,105.51,10.54,54.23,54.44,0.0,False,7.16,7.09,6.94,6.93,3.3189033189033252,4.09,4.13,3.8,3.94,3.807106598984769,4.16,4.41,4.42,4.37,-4.805491990846681,8.29,8.12,8.79,8.3,-0.1204819277108622,1.54,0.65,0.38,-1.68,191.66666666666666,1.91,1.91,1.98,2.01,-4.975124378109447,0.9,0.9,0.78,0.81,11.111111111111107,-3.01,0.42,-1.19,4.05,-174.320987654321,-3.55,3.51,6.86,6.05,-158.67768595041323,-11.65,-12.21,-9.47,-7.54,-54.50928381962865,1.08,0.94,1.1,1.16,-6.896551724137918,28.73,24.83,26.24,26.78,7.281553398058249,1658.37,850.57,877.92,871.15,90.365608678184,12614.37,13005.35,12951.08,13077.67,-3.5426800033950947,4.59,4.4,4.51,4.74,-3.1645569620253235,5.51,5.23,4.96,4.25,29.647058823529406,5.92,5.82,5.45,5.14,15.175097276264598,5.81,6.82,6.67,5.78,0.5190311418685011,1.64,1.16,1.11,1.32,24.242424242424228,70.98,69.31,69.13,69.07,2.7653105545099335,105.51,102.55,100.25,96.46,9.382127306655622,10.54,10.73,11.16,10.06,4.771371769383684,54.23,53.9,53.03,51.74,4.812524159257817,54.44,53.92,53.23,52.38,3.9327987781595937,38.0511,-1.8199999999999998,-0.5,1.1192680222259748,6.2379999999999995,16
banking,2022Q2,Banking & Finance,#3b82f6,7.59,4.14,4.88,8.05,1.24,2.05,1.35,-0.46,-4.24,-11.54,1.18,26.7,804.76,12556.38,4.65,6.04,6.45,5.1,1.76,71.92,105.38,8.83,54.08,54.51,0.0,False,7.59,7.16,7.09,6.9,9.999999999999993,4.14,4.09,4.13,3.72,11.290322580645148,4.88,4.16,4.41,4.26,14.55399061032864,8.05,8.29,8.12,7.21,11.650485436893215,1.24,1.54,0.65,-0.47,363.82978723404256,2.05,1.91,1.91,2.03,0.9852216748768483,1.35,0.9,0.9,0.69,95.6521739130435,-0.46,-3.01,0.42,0.22,-309.0909090909091,-4.24,-3.55,3.51,8.06,-152.60545905707198,-11.54,-11.65,-12.21,-7.93,-45.523329129886505,1.18,1.08,0.94,1.21,-2.4793388429752086,26.7,28.73,24.83,28.08,-4.914529914529911,804.76,1658.37,850.57,811.91,-0.8806394797452892,12556.38,12614.37,13005.35,13106.83,-4.1997187725788825,4.65,4.59,4.4,4.65,0.0,6.04,5.51,5.23,4.7,28.510638297872337,6.45,5.92,5.82,5.42,19.003690036900373,5.1,5.81,6.82,7.07,-27.86421499292787,1.76,1.64,1.16,1.21,45.45454545454546,71.92,70.98,69.31,68.1,5.609397944199718,105.38,105.51,102.55,100.26,5.106722521444236,8.83,10.54,10.73,9.97,-11.434302908726183,54.08,54.23,53.9,52.06,3.8801383019592697,54.51,54.44,53.92,52.89,3.0629608621667566,37.432500000000005,-0.88,-0.06999999999999851,1.4164470804664204,6.635,17
banking,2022Q3,Banking & Finance,#3b82f6,7.48,4.09,4.68,8.12,1.25,1.85,1.15,-2.61,-5.66,-13.79,1.05,27.65,711.41,12228.54,5.49,6.05,6.95,4.61,1.94,72.82,105.62,5.21,53.73,54.28,0.0,False,7.48,7.59,7.16,6.94,7.780979827089338,4.09,4.14,4.09,3.8,7.631578947368423,4.68,4.88,4.16,4.42,5.882352941176466,8.12,8.05,8.29,8.79,-7.622298065984073,1.25,1.24,1.54,0.38,228.9473684210526,1.85,2.05,1.91,1.98,-6.56565656565656,1.15,1.35,0.9,0.78,47.43589743589742,-2.61,-0.46,-3.01,-1.19,-119.32773109243698,-5.66,-4.24,-3.55,6.86,-182.5072886297376,-13.79,-11.54,-11.65,-9.47,-45.61774023231255,1.05,1.18,1.08,1.1,-4.545454545454549,27.65,26.7,28.73,26.24,5.373475609756098,711.41,804.76,1658.37,877.92,-18.966420630581375,12228.54,12556.38,12614.37,12951.08,-5.578994184268795,5.49,4.65,4.59,4.51,21.72949002217296,6.05,6.04,5.51,4.96,21.9758064516129,6.95,6.45,5.92,5.45,27.522935779816514,4.61,5.1,5.81,6.67,-30.884557721139426,1.94,1.76,1.64,1.11,74.77477477477476,72.82,71.92,70.98,69.13,5.337769419933456,105.62,105.38,105.51,100.25,5.356608478802997,5.21,8.83,10.54,11.16,-53.31541218637993,53.73,54.08,54.23,53.03,1.3200075429002371,54.28,54.51,54.44,53.23,1.9725718579748344,44.578799999999994,0.3999999999999999,-0.16999999999999993,0.6182391976810462,7.058999999999999,18
banking,2022Q4,Banking & Finance,#3b82f6,8.01,4.46,5.01,6.58,0.68,1.82,1.49,-2.06,-8.14,-17.4,0.76,28.98,373.78,11976.48,5.7,5.77,7.08,2.67,2.13,73.79,104.48,3.58,52.82,53.9,0.0,False,8.01,7.48,7.59,7.09,12.976022566995768,4.46,4.09,4.14,4.13,7.990314769975789,5.01,4.68,4.88,4.41,13.605442176870739,6.58,8.12,8.05,8.12,-18.965517241379303,0.68,1.25,1.24,0.65,4.615384615384619,1.82,1.85,2.05,1.91,-4.712041884816746,1.49,1.15,1.35,0.9,65.55555555555556,-2.06,-2.61,-0.46,0.42,-590.4761904761905,-8.14,-5.66,-4.24,3.51,-331.908831908832,-17.4,-13.79,-11.54,-12.21,-42.50614250614249,0.76,1.05,1.18,0.94,-19.14893617021276,28.98,27.65,26.7,24.83,16.7136528393073,373.78,711.41,804.76,850.57,-56.05535111748593,11976.48,12228.54,12556.38,13005.35,-7.9111288815756655,5.7,5.49,4.65,4.4,29.54545454545454,5.77,6.05,6.04,5.23,10.32504780114721,7.08,6.95,6.45,5.82,21.64948453608247,2.67,4.61,5.1,6.82,-60.85043988269795,2.13,1.94,1.76,1.16,83.62068965517241,73.79,72.82,71.92,69.31,6.463713749819656,104.48,105.62,105.38,102.55,1.8820087762067352,3.58,5.21,8.83,10.73,-66.63560111835974,52.82,53.73,54.08,53.9,-2.0037105751391433,53.9,54.28,54.51,53.92,-0.037091988130569596,37.506,-1.6,-1.4700000000000006,1.2817097491307554,7.644,19
banking,2023Q1,Banking & Finance,#3b82f6,8.5,4.95,5.46,5.37,-0.39,1.77,1.56,0.14,-5.0,-15.81,0.67,27.47,5.29,11992.67,5.98,5.55,7.49,3.3,2.13,74.2,103.21,2.45,52.18,53.29,0.0,False,8.5,8.01,7.48,7.16,18.715083798882677,4.95,4.46,4.09,4.09,21.02689486552568,5.46,5.01,4.68,4.16,31.249999999999993,5.37,6.58,8.12,8.29,-35.22316043425813,-0.39,0.68,1.25,1.54,-125.32467532467533,1.77,1.82,1.85,1.91,-7.329842931937168,1.56,1.49,1.15,0.9,73.33333333333334,0.14,-2.06,-2.61,-3.01,104.65116279069768,-5.0,-8.14,-5.66,-3.55,-40.845070422535215,-15.81,-17.4,-13.79,-11.65,-35.708154506437765,0.67,0.76,1.05,1.08,-37.96296296296296,27.47,28.98,27.65,28.73,-4.385659589279505,5.29,373.78,711.41,1658.37,-99.68101207812491,11992.67,11976.48,12228.54,12614.37,-4.928506140219453,5.98,5.7,5.49,4.59,30.28322440087147,5.55,5.77,6.05,5.51,0.7259528130671513,7.49,7.08,6.95,5.92,26.520270270270274,3.3,2.67,4.61,5.81,-43.20137693631669,2.13,2.13,1.94,1.64,29.878048780487802,74.2,73.79,72.82,70.98,4.536489151873766,103.21,104.48,105.62,105.51,-2.179888162259512,2.45,3.58,5.21,10.54,-76.75521821631878,52.18,52.82,53.73,54.23,-3.7801954637654385,53.29,53.9,54.28,54.44,-2.1124173401910333,32.1126,2.75,-2.749999999999999,1.3052825773264056,7.677,20
banking,2023Q2,Banking & Finance,#3b82f6,8.75,4.71,5.49,5.97,-0.93,1.72,1.72,-4.05,-8.58,-15.57,0.82,29.96,695.25,11507.46,6.22,5.33,7.35,3.41,2.19,74.85,101.99,3.77,51.37,52.72,0.0,False,8.75,8.5,8.01,7.59,15.283267457180502,4.71,4.95,4.46,4.14,13.768115942028993,5.49,5.46,5.01,4.88,12.500000000000005,5.97,5.37,6.58,8.05,-25.838509316770196,-0.93,-0.39,0.68,1.24,-175.0,1.72,1.77,1.82,2.05,-16.097560975609753,1.72,1.56,1.49,1.35,27.407407407407398,-4.05,0.14,-2.06,-0.46,-780.4347826086956,-8.58,-5.0,-8.14,-4.24,-102.35849056603772,-15.57,-15.81,-17.4,-11.54,-34.92201039861353,0.82,0.67,0.76,1.18,-30.508474576271187,29.96,27.47,28.98,26.7,12.209737827715363,695.25,5.29,373.78,804.76,-13.60778368706198,11507.46,11992.67,11976.48,12556.38,-8.353681554715612,6.22,5.98,5.7,4.65,33.76344086021504,5.33,5.55,5.77,6.04,-11.754966887417218,7.35,7.49,7.08,6.45,13.953488372093014,3.41,3.3,2.67,5.1,-33.13725490196078,2.19,2.13,2.13,1.76,24.43181818181818,74.85,74.2,73.79,71.92,4.073971078976631,101.99,103.21,104.48,105.38,-3.2169292085784784,3.77,2.45,3.58,8.83,-57.304643261608156,51.37,52.18,52.82,54.08,-5.011094674556215,52.72,53.29,53.9,54.51,-3.283801137405979,37.133399999999995,-1.9899999999999998,-0.6100000000000003,1.0060986214611969,7.526000000000001,21
banking,2023Q3,Banking & Finance,#3b82f6,8.59,5.01,5.17,6.06,-1.52,1.78,1.46,0.54,-5.44,-15.28,1.0,30.4,1026.44,11569.19,6.61,4.68,7.37,3.72,2.26,74.39,98.51,7.1,50.88,52.4,0.0,False,8.59,8.75,8.5,7.48,14.839572192513362,5.01,4.71,4.95,4.09,22.493887530562347,5.17,5.49,5.46,4.68,10.470085470085476,6.06,5.97,5.37,8.12,-25.369458128078815,-1.52,-0.93,-0.39,1.25,-221.60000000000002,1.78,1.72,1.77,1.85,-3.783783783783787,1.46,1.72,1.56,1.15,26.95652173913044,0.54,-4.05,0.14,-2.61,120.6896551724138,-5.44,-8.58,-5.0,-5.66,3.886925795052999,-15.28,-15.57,-15.81,-13.79,-10.80493110949964,1.0,0.82,0.67,1.05,-4.761904761904765,30.4,29.96,27.47,27.65,9.945750452079565,1026.44,695.25,5.29,711.41,44.282481269591386,11569.19,11507.46,11992.67,12228.54,-5.391894698794789,6.61,6.22,5.98,5.49,20.40072859744991,4.68,5.33,5.55,6.05,-22.644628099173556,7.37,7.35,7.49,6.95,6.043165467625898,3.72,3.41,3.3,4.61,-19.305856832971802,2.26,2.19,2.13,1.94,16.494845360824733,74.39,74.85,74.2,72.82,2.156001098599296,98.51,101.99,103.21,105.62,-6.7316796061352004,7.1,3.77,2.45,5.21,36.27639155470249,50.88,51.37,52.18,53.73,-5.3042992741485095,52.4,52.72,53.29,54.28,-3.4635224760501155,40.056599999999996,0.4,0.6899999999999995,0.399822750206131,7.351999999999999,22
